id,name,description,cuisine_type
61f4d89b-f81a-4a16-ad2f-a48e87517bb4,Катлама,Катлама — традиционное блюдо узбекская кухни.,узбекская
63afc6b5-78c4-4ec5-92a7-62d7dd5fd301,Богирсок,Богирсок — традиционное блюдо узбекская кухни.,узбекская
323e1e7b-8416-4f67-b5e1-d762a24071b1,Ширгуруч,Ширгуруч — традиционное блюдо узбекская кухни.,узбекская
745e2f29-bd34-4304-948f-d069b7664996,Манпар,Манпар — традиционное блюдо узбекская кухни.,узбекская
36ffa3f3-91c0-471b-8ea7-8b4f88e0f266,Куймак,Куймак — традиционное блюдо узбекская кухни.,узбекская
7dd47576-7ab6-405a-b993-1a63f4249678,Тухум-барак,Тухум-барак — традиционное блюдо узбекская кухни.,узбекская
0ca7c04a-a11f-4680-b35a-d10b42a7b7fa,Хумус,Хумус — традиционное блюдо арабская кухни.,арабская
6f97cb9d-fb27-4775-860e-ef6c1140eb6b,Фалафель,Фалафель — традиционное блюдо арабская кухни.,арабская
41402da9-c9d7-4570-afad-cf86e902dac6,Шаурма,Шаурма — традиционное блюдо арабская кухни.,арабская
8156ecd0-9b50-484f-b6ad-302ce62884dc,Табуле,Табуле — традиционное блюдо арабская кухни.,арабская
c9aa874d-552e-464a-a0c1-7e69552c9676,Муттабаль,Муттабаль — традиционное блюдо арабская кухни.,арабская
81e41a5d-4b6b-4ec3-b5d6-881d588e82f0,Кеббе,Кеббе — традиционное блюдо арабская кухни.,арабская
5546acb9-b414-469d-9988-4da0613c7f11,Маамуль,Маамуль — традиционное блюдо арабская кухни.,арабская
53f9b0c8-5bec-49c3-9077-8d409bd7ca6a,Мансaф,Мансaф — традиционное блюдо арабская кухни.,арабская
c8b54148-003d-4539-b40d-c2d1ceee9a71,Фаттуш,Фаттуш — традиционное блюдо арабская кухни.,арабская
eb3b5a8a-3399-4b10-b9aa-3f2664ebdc3f,Кунафа,Кунафа — традиционное блюдо арабская кухни.,арабская
e0d73a90-7493-4684-9417-4ae045848ab0,Маклубе,Маклубе — традиционное блюдо арабская кухни.,арабская
05e496ad-ed33-4fef-96e0-7b00757eafb8,Умм Али,Умм Али — традиционное блюдо арабская кухни.,арабская
4bc48462-f71a-4188-af6f-e813b8706c79,Шиш таук,Шиш таук — традиционное блюдо арабская кухни.,арабская
c82903bd-47df-4827-b61f-04d752efb0e4,Лахам би аджин,Лахам би аджин — традиционное блюдо арабская кухни.,арабская
4bef39a3-eb7d-44d7-9cd6-1c8d33abd706,Сабич,Сабич — традиционное блюдо арабская кухни.,арабская
d3d9e301-c143-487f-8688-b8d20f151bcd,Джахнун,Джахнун — традиционное блюдо арабская кухни.,арабская
0373081c-cb8a-43d4-bb60-d9e72efaecf7,Млухия,Млухия — традиционное блюдо арабская кухни.,арабская
d7ff7a86-4267-4949-bb43-d6a63a0575d7,Баба гануш,Баба гануш — традиционное блюдо арабская кухни.,арабская
47b034a2-509b-4fd8-a9a6-7548376fdb9f,Харис,Харис — традиционное блюдо арабская кухни.,арабская
6f4add53-226b-4cfe-84a5-0b1a682ef4b3,Макси,Макси — традиционное блюдо арабская кухни.,арабская
4bb80c91-47e0-4c33-bc5a-73b4a66545f1,Фатех,Фатех — традиционное блюдо арабская кухни.,арабская
234cc04a-5f44-45c5-8415-ee3020d51619,Киббе,Киббе — традиционное блюдо арабская кухни.,арабская
0df4255d-5f6f-4960-8510-cf6103415e63,Мусахан,Мусахан — традиционное блюдо арабская кухни.,арабская
510b2031-18ad-4c76-b6d3-71b75d44f191,Канафе,Канафе — традиционное блюдо арабская кухни.,арабская
104f03db-ca3b-454d-b1a3-641e28102aab,Харисса,Харисса — традиционное блюдо арабская кухни.,арабская
86dea35f-7c6e-40db-b524-5976058b9877,Шакшука,Шакшука — традиционное блюдо арабская кухни.,арабская
90a0c3db-1f6c-434f-bc6f-1069479e31e3,Менемен,Менемен — традиционное блюдо арабская кухни.,арабская
8083935b-c52e-4bcc-b645-86dfdbd5271c,Бамия,Бамия — традиционное блюдо арабская кухни.,арабская
512126e5-55d4-4566-8957-f76ef8baf12d,Фуль,Фуль — традиционное блюдо арабская кухни.,арабская
014bb827-1dff-4c99-bcbb-614d481cf890,Тахини,Тахини — традиционное блюдо арабская кухни.,арабская
5eb18499-3138-43db-b17b-a0a15111379c,Лабане,Лабане — традиционное блюдо арабская кухни.,арабская
878cfbdf-a2d5-4689-8e65-c4fc94b4157c,Джаджик,Джаджик — традиционное блюдо арабская кухни.,арабская
60c98d4f-30ca-47f8-80b6-b47700b6ea3b,Шиш барак,Шиш барак — традиционное блюдо арабская кухни.,арабская
96b37f31-4490-4892-bd8c-95aa94b0fc8d,Киббе найе,Киббе найе — традиционное блюдо арабская кухни.,арабская
b717fa5e-6146-4b92-8f2b-b7d4cda61a80,Макдус,Макдус — традиционное блюдо арабская кухни.,арабская
c608222e-48e9-45d6-ac0e-c696d9db0fa6,Харис,Харис — традиционное блюдо арабская кухни.,арабская
1e81598e-c69e-4e66-9558-119228a55cd2,Фатех,Фатех — традиционное блюдо арабская кухни.,арабская
ce4fe533-0543-4b50-9727-84e960c0198d,Киббе,Киббе — традиционное блюдо арабская кухни.,арабская
23ddc6fc-6d7e-47ad-a9ed-a7e05c069e40,Мусахан,Мусахан — традиционное блюдо арабская кухни.,арабская
ee18e624-e952-4658-a0f1-762ab70fe1a5,Канафе,Канафе — традиционное блюдо арабская кухни.,арабская
ca8a2834-009a-40b1-b962-72f9c4b1560d,Кебаб,Кебаб — традиционное блюдо турецкая кухни.,турецкая
1200b154-bdd6-44ee-b488-b198fd34ca06,Менемен,Менемен — традиционное блюдо турецкая кухни.,турецкая
fa8da2b3-96c8-474b-8ffd-ce9725955031,Дёнер,Дёнер — традиционное блюдо турецкая кухни.,турецкая
1c89c02e-5415-4347-a4c7-7f635bcdd5b2,Баклава,Баклава — традиционное блюдо турецкая кухни.,турецкая
e256738c-1367-4050-8261-ce92485954c1,Пиде,Пиде — традиционное блюдо турецкая кухни.,турецкая
5226aed1-61e8-46f7-a75d-1226694d2776,Лахмаджун,Лахмаджун — традиционное блюдо турецкая кухни.,турецкая
217831b7-c570-47de-8395-8d665fcf7303,Мусака,Мусака — традиционное блюдо турецкая кухни.,турецкая
e2b08441-ebd7-4dde-a49a-0f482c66b661,Кунефе,Кунефе — традиционное блюдо турецкая кухни.,турецкая
deab5fa6-fd3d-48cf-beed-e19a7edac419,Гёзлеме,Гёзлеме — традиционное блюдо турецкая кухни.,турецкая
e426f3f7-5c0f-4d90-a6cb-186b641eb749,Чи кёфте,Чи кёфте — традиционное блюдо турецкая кухни.,турецкая
c4b89dfb-d66e-4ba4-8bf9-5f88955baebc,Имам баялды,Имам баялды — традиционное блюдо турецкая кухни.,турецкая
f21f9b7b-5d3a-41bf-a96b-f9ea7ab56360,Ханум гёбеги,Ханум гёбеги — традиционное блюдо турецкая кухни.,турецкая
97c2faf9-7e57-4759-8890-65a4f33da5d7,Шиш кебаб,Шиш кебаб — традиционное блюдо турецкая кухни.,турецкая
a39670f7-2742-4cfb-a6b7-581c455ec0a7,Адана кебаб,Адана кебаб — традиционное блюдо турецкая кухни.,турецкая
3863a50f-abbb-419b-b84f-6960e579ec41,Искендер кебаб,Искендер кебаб — традиционное блюдо турецкая кухни.,турецкая
b8964097-bafa-42e2-bc1f-8a58dc7fe51e,Бёрек,Бёрек — традиционное блюдо турецкая кухни.,турецкая
81440fa3-cdbc-46fa-9150-eb77acfa48f2,Мерджимек чорбасы,Мерджимек чорбасы — традиционное блюдо турецкая кухни.,турецкая
ec77e664-6519-41f4-a423-ebc115d7da77,Эзогилин чорбасы,Эзогилин чорбасы — традиционное блюдо турецкая кухни.,турецкая
b47aef3f-d130-479c-a3b4-56675818c719,Тархана чорбасы,Тархана чорбасы — традиционное блюдо турецкая кухни.,турецкая
359a5a7b-ff76-457e-9bd8-ec9e98759d53,Йогурт чорбасы,Йогурт чорбасы — традиционное блюдо турецкая кухни.,турецкая
017654f7-83a7-4f92-a84d-9cbf8c6d256f,Хаш,Хаш — традиционное блюдо турецкая кухни.,турецкая
b5d9d9c8-b699-49d7-add6-8c3150ff5356,Кефта,Кефта — традиционное блюдо турецкая кухни.,турецкая
1665cb7c-b908-4ec1-adcb-bfd870b63edb,Долма,Долма — традиционное блюдо турецкая кухни.,турецкая
06b892e6-1c9b-43a7-a908-7f57f376a3d2,Сарма,Сарма — традиционное блюдо турецкая кухни.,турецкая
cc104fa3-a152-48d2-9270-6bb29ab05557,Пияз,Пияз — традиционное блюдо турецкая кухни.,турецкая
0e9e987c-89c3-47bc-8f95-3026d0fe7770,Ачма,Ачма — традиционное блюдо турецкая кухни.,турецкая
f25e498a-d3e0-4876-b4d2-b75f82a78d4c,Симит,Симит — традиционное блюдо турецкая кухни.,турецкая
d19f264e-58b7-484c-85e2-82c55426b005,Пиде,Пиде — традиционное блюдо турецкая кухни.,турецкая
2b7cd09c-2b85-44b9-b151-60f4c7a813a5,Лахмаджун,Лахмаджун — традиционное блюдо турецкая кухни.,турецкая
be398436-3c22-4e7e-ba56-6405c43ac2bb,Мусака,Мусака — традиционное блюдо турецкая кухни.,турецкая
35bee3a7-3465-4064-b78a-8da4dbdce004,Кунефе,Кунефе — традиционное блюдо турецкая кухни.,турецкая
43a4c26f-1532-4ed2-9e34-4e7982567a2c,Баклава,Баклава — традиционное блюдо турецкая кухни.,турецкая
4fe857b1-bb37-4c99-a49e-ac5b56d6cc9c,Гёзлеме,Гёзлеме — традиционное блюдо турецкая кухни.,турецкая
11f77777-cb30-4a9f-a3c2-c669d5147553,Чи кёфте,Чи кёфте — традиционное блюдо турецкая кухни.,турецкая
f4bf92ea-deb8-42f2-a4d3-2aaa5ce8a288,Имам баялды,Имам баялды — традиционное блюдо турецкая кухни.,турецкая
b73d8246-075d-4853-81f3-95fc352eda93,Ханум гёбеги,Ханум гёбеги — традиционное блюдо турецкая кухни.,турецкая
073016c9-a45d-49d0-b019-1b8c4d60f0d7,Шиш кебаб,Шиш кебаб — традиционное блюдо турецкая кухни.,турецкая
de5b247f-4c19-4cb9-8b35-52b7309c27f6,Адана кебаб,Адана кебаб — традиционное блюдо турецкая кухни.,турецкая
48741dfc-e2ba-4efa-8e89-38ec13c69f5a,Искендер кебаб,Искендер кебаб — традиционное блюдо турецкая кухни.,турецкая
89b9362c-f8e6-40b8-873d-017fb7c644c2,Бёрек,Бёрек — традиционное блюдо турецкая кухни.,турецкая
7bceab48-dce8-4671-951a-06efac87c537,Шницель,Шницель — традиционное блюдо немецкая кухни.,немецкая
98858072-f7ad-46aa-9f69-b9036b7f214a,Бретцель,Бретцель — традиционное блюдо немецкая кухни.,немецкая
f43b09f7-6e49-472f-a515-67ea29b5ccd0,Карривурст,Карривурст — традиционное блюдо немецкая кухни.,немецкая
ca154520-dc2b-4a9f-979c-03085cc9ab13,Колбаски,Колбаски — традиционное блюдо немецкая кухни.,немецкая
1a2aabb3-e9ca-4e52-befd-258521f73837,Шпецле,Шпецле — традиционное блюдо немецкая кухни.,немецкая
cc8dd2d2-5f92-4bf0-893c-472646027f67,Сауэркраут,Сауэркраут — традиционное блюдо немецкая кухни.,немецкая
1908d56a-5db4-450b-bda7-533ad3931ac3,Айсбайн,Айсбайн — традиционное блюдо немецкая кухни.,немецкая
e82ce794-1adf-4f0c-8c18-cd39f2e39b12,Пирог с яблоками,Пирог с яблоками — традиционное блюдо немецкая кухни.,немецкая
f46d963e-5299-41f9-ba9f-ba08bf9d3edf,Риндсролладен,Риндсролладен — традиционное блюдо немецкая кухни.,немецкая
3e91da1c-1d73-4981-b433-d3f41918636f,Кёнигсбергские клопсы,Кёнигсбергские клопсы — традиционное блюдо немецкая кухни.,немецкая
bb48db71-810f-4d48-b352-01a9d310f113,Шварцвальдский торт,Шварцвальдский торт — традиционное блюдо немецкая кухни.,немецкая
8d390b02-3cc9-40c0-a387-598421c20c7a,Брецель,Брецель — традиционное блюдо немецкая кухни.,немецкая
1a58d7c0-151a-4fd6-8bf0-50958a75100f,Леберкёзе,Леберкёзе — традиционное блюдо немецкая кухни.,немецкая
2c28fe41-8812-4368-9bab-8cee2f7b7857,Маульташен,Маульташен — традиционное блюдо немецкая кухни.,немецкая
2b1ae9b7-7378-4bee-84b3-13ac1aea9ab0,Шупфнудель,Шупфнудель — традиционное блюдо немецкая кухни.,немецкая
71f2d33f-4c5d-4710-a5b8-4912941d28b3,Каслер,Каслер — традиционное блюдо немецкая кухни.,немецкая
db773fb5-c9fb-4d79-a337-4f9dfc1d0f52,Хаш,Хаш — традиционное блюдо немецкая кухни.,немецкая
8015398d-86f6-4bce-ad9e-f64364f93642,Ростбратвурст,Ростбратвурст — традиционное блюдо немецкая кухни.,немецкая
386c84ce-b9c5-494c-ad1b-6a901f8ec33d,Картофельный салат,Картофельный салат — традиционное блюдо немецкая кухни.,немецкая
2efbecc2-64c9-4c0c-a439-919cdd21da9b,Бир,Бир — традиционное блюдо немецкая кухни.,немецкая
4bfcaffd-933c-4950-8ce2-08242f734285,Штоллен,Штоллен — традиционное блюдо немецкая кухни.,немецкая
c15c3d77-414b-46a4-9d62-8ca735858274,Франкфуртский венок,Франкфуртский венок — традиционное блюдо немецкая кухни.,немецкая
241d444f-a739-410f-ab7a-fb4780c67efc,Берлинер,Берлинер — традиционное блюдо немецкая кухни.,немецкая
8d8cdc01-9b7d-4f76-902c-aff9f7796d43,Пфаннкухен,Пфаннкухен — традиционное блюдо немецкая кухни.,немецкая
3fd3fd81-f7c5-447b-a64e-eb7f944ba886,Шварцвальдская ветчина,Шварцвальдская ветчина — традиционное блюдо немецкая кухни.,немецкая
ab90a6b8-0ab5-4854-8b46-6c9bb972c36f,Роте грютце,Роте грютце — традиционное блюдо немецкая кухни.,немецкая
376f4c15-caae-4e10-9eca-f6efc03b76ef,Апфельштрудель,Апфельштрудель — традиционное блюдо немецкая кухни.,немецкая
d13d3ad9-c12b-40df-b8e8-71f966b89a06,Кайзершмаррн,Кайзершмаррн — традиционное блюдо немецкая кухни.,немецкая
2a680268-ae89-4a74-a5c9-406ebebfd760,Марципан,Марципан — традиционное блюдо немецкая кухни.,немецкая
10f386d2-f10b-4f00-ba47-7a4c3f0631cd,Шпецле,Шпецле — традиционное блюдо немецкая кухни.,немецкая
16a2e067-4b68-4f9b-b90b-152742971049,Сауэркраут,Сауэркраут — традиционное блюдо немецкая кухни.,немецкая
dbaae393-ce80-4e1b-88a4-2571c6939193,Айсбайн,Айсбайн — традиционное блюдо немецкая кухни.,немецкая
33cac491-2c19-4be8-9032-82a8b2f89c83,Пирог с яблоками,Пирог с яблоками — традиционное блюдо немецкая кухни.,немецкая
d4390624-e7b4-4bfb-a477-44975126adab,Риндсролладен,Риндсролладен — традиционное блюдо немецкая кухни.,немецкая
146b2072-12ab-49c2-a4bc-75c7688b63b5,Кёнигсбергские клопсы,Кёнигсбергские клопсы — традиционное блюдо немецкая кухни.,немецкая
e1eb84b9-e470-46d3-b5c3-9c08766fe010,Шварцвальдский торт,Шварцвальдский торт — традиционное блюдо немецкая кухни.,немецкая
5f127bc5-bd20-4950-9460-cbb72c64162b,Брецель,Брецель — традиционное блюдо немецкая кухни.,немецкая
fac8339d-25f5-42c6-82c4-81c56664bc68,Леберкёзе,Леберкёзе — традиционное блюдо немецкая кухни.,немецкая
5411521d-1148-43d4-ac2b-3dd9624033f8,Маульташен,Маульташен — традиционное блюдо немецкая кухни.,немецкая
cbbbf4bd-1d90-4c14-96a1-bb5a12cdfdce,Шупфнудель,Шупфнудель — традиционное блюдо немецкая кухни.,немецкая
90eb505b-0f76-44d0-a7d0-b09b332018da,Борщ,Борщ — традиционное блюдо русская кухни.,русская
0b1102f0-44e5-4b4c-af91-8b42bb77b66a,Пельмени,Пельмени — традиционное блюдо русская кухни.,русская
683d32a7-5685-460e-bcd2-d4f0a960ab51,Блины,Блины — традиционное блюдо русская кухни.,русская
32ed2614-4e10-4558-8abb-69fbff778e08,Оливье,Оливье — традиционное блюдо русская кухни.,русская
fab57a9f-aa88-4e11-bb49-2e91668ef0bb,Щи,Щи — традиционное блюдо русская кухни.,русская
9c5fb9bb-37e7-4a80-977e-4afdd7ecfee6,Вареники,Вареники — традиционное блюдо русская кухни.,русская
1b4e4e15-80ac-49ed-8651-384e88df884f,Селедка под шубой,Селедка под шубой — традиционное блюдо русская кухни.,русская
0826cdd8-12df-4bb1-bac6-e85710b351c9,Кулебяка,Кулебяка — традиционное блюдо русская кухни.,русская
ef3dc1a2-1d5f-4085-85fe-0d82638c8ec6,Гречка с грибами,Гречка с грибами — традиционное блюдо русская кухни.,русская
23021c7e-bdde-4e43-82f7-c91b1b8dd668,Жаркое,Жаркое — традиционное блюдо русская кухни.,русская
c686a34a-ef77-42eb-b7b6-f58ffc4f7489,Холодец,Холодец — традиционное блюдо русская кухни.,русская
5d342e61-b746-4d97-877c-0642b16b9d0b,Солянка,Солянка — традиционное блюдо русская кухни.,русская
8547870c-1cbc-486d-9e98-3956fc55319f,Рассольник,Рассольник — традиционное блюдо русская кухни.,русская
3791e5fe-98a5-4c53-825f-a07c78f4b22e,Уха,Уха — традиционное блюдо русская кухни.,русская
e8d12539-4f1a-4be4-9e3e-6e058bc35f6e,Котлеты по-киевски,Котлеты по-киевски — традиционное блюдо русская кухни.,русская
71c091f8-d519-41e8-b76d-6b92950403a9,Бефстроганов,Бефстроганов — традиционное блюдо русская кухни.,русская
c8304fab-23fb-46b7-b769-09744784c180,Гурьевская каша,Гурьевская каша — традиционное блюдо русская кухни.,русская
b0f5bfa9-7a32-494d-9313-25c23681788c,Медовик,Медовик — традиционное блюдо русская кухни.,русская
f399f0d0-88b5-479d-8155-6530df6f57f2,Сырники,Сырники — традиционное блюдо русская кухни.,русская
1f4f643c-3a07-44d4-9ea5-480ea4aed950,Пирожки,Пирожки — традиционное блюдо русская кухни.,русская
e2259d48-4bc4-464f-b06e-6b2ca1157b38,Квас,Квас — традиционное блюдо русская кухни.,русская
6e64c669-5f35-47b0-a931-cecc0dc7aa2f,Кисель,Кисель — традиционное блюдо русская кухни.,русская
88bb3e21-e3d7-4d20-9378-295fbfedeee3,Морс,Морс — традиционное блюдо русская кухни.,русская
90a7fb89-11e3-4952-aca5-4449ed1f2a4f,Пряник,Пряник — традиционное блюдо русская кухни.,русская
f0e946d6-619c-47b3-9b1f-9c1df8ac7e60,Пастила,Пастила — традиционное блюдо русская кухни.,русская
ebdd5923-e30a-49bc-a2f4-833fd60c820a,Зефир,Зефир — традиционное блюдо русская кухни.,русская
afc7c750-4955-4b80-a390-40331bb5bc22,Варенье,Варенье — традиционное блюдо русская кухни.,русская
92330931-baf8-490b-b021-468188b7600e,Сметана,Сметана — традиционное блюдо русская кухни.,русская
54670a63-6477-4ec2-af03-4fe490995ff8,Творог,Творог — традиционное блюдо русская кухни.,русская
df38b012-53f5-4fbe-9ca4-f090adb80fd5,Ряженка,Ряженка — традиционное блюдо русская кухни.,русская
b70639e9-a22f-429a-959a-5eb99b46f16e,Кефир,Кефир — традиционное блюдо русская кухни.,русская
82e4cf12-8310-40f9-8fc5-8c25e7525ef8,Простокваша,Простокваша — традиционное блюдо русская кухни.,русская
321b0e70-6e4d-4d4b-85ab-b61dc41e6a7d,Сгущенка,Сгущенка — традиционное блюдо русская кухни.,русская
4d60d095-f636-4506-ba05-2aa767591eb2,Гречневая каша,Гречневая каша — традиционное блюдо русская кухни.,русская
2ac91863-0b4d-4b9e-a5cd-71ad53fe9718,Перловая каша,Перловая каша — традиционное блюдо русская кухни.,русская
47a18e10-dd52-46b7-984e-89f1cc57fe1d,Пшенная каша,Пшенная каша — традиционное блюдо русская кухни.,русская
fc50c51b-7550-4ba6-825e-dc38a7e3e95c,Манная каша,Манная каша — традиционное блюдо русская кухни.,русская
ac796492-b3a9-47d4-a746-5210c473d786,Рисовая каша,Рисовая каша — традиционное блюдо русская кухни.,русская
7e2d1fb8-48f7-4ada-a353-2a36a83f0243,Овсяная каша,Овсяная каша — традиционное блюдо русская кухни.,русская
92249bc5-a1e7-4e00-a1cd-cfba30086a2a,Кутья,Кутья — традиционное блюдо русская кухни.,русская
8d24e62a-6a8d-4001-8d9a-34ab8915d085,Том ям,Том ям — традиционное блюдо тайская кухни.,тайская
bc16ae52-23e1-49a7-a69e-4c18ead56af1,Пад тай,Пад тай — традиционное блюдо тайская кухни.,тайская
f411410d-a54b-450f-ad9b-6523acfd9911,Карри по-тайски,Карри по-тайски — традиционное блюдо тайская кухни.,тайская
dce0ae14-00e2-4621-8928-4734979605d9,Том кха,Том кха — традиционное блюдо тайская кухни.,тайская
8055d312-dd57-45b7-9819-0f14a98da855,Сом там,Сом там — традиционное блюдо тайская кухни.,тайская
ea8d453a-995b-4ea6-bc3d-d342edfc1f38,Гай пад мет ма муанг,Гай пад мет ма муанг — традиционное блюдо тайская кухни.,тайская
c9d9b33e-d096-46f8-a9d0-cccba7ed7f5c,Лап,Лап — традиционное блюдо тайская кухни.,тайская
36afac2e-d3e5-4927-b1b2-6dd475a08625,Кхао пад,Кхао пад — традиционное блюдо тайская кухни.,тайская
3960094e-54f1-465b-8065-9ee5d822d49b,Кхао ман кай,Кхао ман кай — традиционное блюдо тайская кухни.,тайская
53067177-20d7-47e5-8c24-54f89624b20e,Кхао сой,Кхао сой — традиционное блюдо тайская кухни.,тайская
a4af68eb-e0eb-49b1-bd89-c6628778b6b8,Кхао няо,Кхао няо — традиционное блюдо тайская кухни.,тайская
bca8752e-ac99-4ef2-b204-4732b59e9f1d,Кхао том,Кхао том — традиционное блюдо тайская кухни.,тайская
f114cdde-c647-41c9-994f-e86d097d0837,Кхао клук капи,Кхао клук капи — традиционное блюдо тайская кухни.,тайская
4358dac0-271c-47d5-9c01-106830cb849a,Кхао пхат,Кхао пхат — традиционное блюдо тайская кухни.,тайская
addd6ee2-e4f3-4743-8d61-5d540a0a63bd,Кхао нам,Кхао нам — традиционное блюдо тайская кухни.,тайская
f2bd598c-e7f4-4568-b1c3-78a6ce51248f,Кхао чжа,Кхао чжа — традиционное блюдо тайская кухни.,тайская
586b5af0-ce0b-43f8-bb41-8a89e1959152,Кхао лам,Кхао лам — традиционное блюдо тайская кухни.,тайская
345d4c91-5ec3-42ed-803d-b8f950a3ccd7,Кхао няо мамуанг,Кхао няо мамуанг — традиционное блюдо тайская кухни.,тайская
950d9a33-1cf0-4ad1-9e00-a28f975fedcb,Кхао няо даенг,Кхао няо даенг — традиционное блюдо тайская кухни.,тайская
3e85be44-5c9c-4796-b38e-59b66722b3dd,Кхао няо сан,Кхао няо сан — традиционное блюдо тайская кухни.,тайская
0496e43f-a5a0-4534-aea3-8ac870cdc7f8,Кхао няо пхут,Кхао няо пхут — традиционное блюдо тайская кухни.,тайская
8ce888fc-229f-4ccb-90a5-14673a1cf238,Кхао няо кхай,Кхао няо кхай — традиционное блюдо тайская кухни.,тайская
ae5eb915-faa8-446c-9ae3-5fea8d56a936,Кхао няо му,Кхао няо му — традиционное блюдо тайская кухни.,тайская
473c385b-a17d-444c-9522-aaa2addecc98,Кхао няо пхут,Кхао няо пхут — традиционное блюдо тайская кухни.,тайская
8d90b0c1-ba4f-4d49-a92c-bee2ca39fdcb,Кхао няо кхай,Кхао няо кхай — традиционное блюдо тайская кухни.,тайская
78c16593-4c69-435e-a421-d7789f503893,Кхао няо му,Кхао няо му — традиционное блюдо тайская кухни.,тайская
4321c3ef-3b36-47f1-af55-4fab7e918e10,Кхао няо пхут,Кхао няо пхут — традиционное блюдо тайская кухни.,тайская
30e28386-a57f-47da-a83c-880b59b0a0f9,Кхао няо кхай,Кхао няо кхай — традиционное блюдо тайская кухни.,тайская
a5d1d601-4b19-4752-97eb-a8133c20b8de,Кхао няо му,Кхао няо му — традиционное блюдо тайская кухни.,тайская
465b39b2-8623-4e04-934f-f832bfd89b1c,Кхао няо пхут,Кхао няо пхут — традиционное блюдо тайская кухни.,тайская
a2c1d9b3-f5aa-4d3b-b239-86ca00b46a60,Кхао няо кхай,Кхао няо кхай — традиционное блюдо тайская кухни.,тайская
d2acf20a-6c9c-43c4-b758-9960f6a2d066,Кхао няо му,Кхао няо му — традиционное блюдо тайская кухни.,тайская
454c6a44-d440-4bbe-9e84-41a860fec456,Кхао няо пхут,Кхао няо пхут — традиционное блюдо тайская кухни.,тайская
fbfd59bd-ff3b-402d-941b-ae2f9bb83e2e,Кхао няо кхай,Кхао няо кхай — традиционное блюдо тайская кухни.,тайская
4f3c641a-feaf-4865-8600-a525d95e9c5b,Кхао няо му,Кхао няо му — традиционное блюдо тайская кухни.,тайская
32b5efa0-2742-4396-b3ba-6a908d4481cb,Кхао няо пхут,Кхао няо пхут — традиционное блюдо тайская кухни.,тайская
d93c1b4a-32c1-40c6-b62f-f12b60b5e7de,Паэлья,Паэлья — традиционное блюдо испанская кухни.,испанская
8d7b623d-6a4b-4842-93bd-4f1a486a46af,Тапас,Тапас — традиционное блюдо испанская кухни.,испанская
09bd378e-82e6-4df7-9ebb-b41039619830,Сангрия,Сангрия — традиционное блюдо испанская кухни.,испанская
a94aff54-47e3-4a9d-95d7-82ab95502bd7,Гаспачо,Гаспачо — традиционное блюдо испанская кухни.,испанская
58392838-a984-4a10-a4da-ef6f09a71636,Тортилья,Тортилья — традиционное блюдо испанская кухни.,испанская
7bb14249-2f68-469a-97c9-8d1ea89b4d5d,Хамон,Хамон — традиционное блюдо испанская кухни.,испанская
62187d4e-ce9d-47e3-be6c-f177f3e8df81,Калама́рес,Калама́рес — традиционное блюдо испанская кухни.,испанская
3c668e05-c305-4df9-8646-986afad378a8,Чуррос,Чуррос — традиционное блюдо испанская кухни.,испанская
1a79985a-7508-44b8-943f-ad24c5df18b8,Пульпо а ла гальега,Пульпо а ла гальега — традиционное блюдо испанская кухни.,испанская
45d3de7c-1857-4f02-a8f6-6c9eabd3d581,Фабада,Фабада — традиционное блюдо испанская кухни.,испанская
19a87bae-bd6f-4c1d-80fb-76b6cdd48b25,Косидо мадриленьо,Косидо мадриленьо — традиционное блюдо испанская кухни.,испанская
ce603474-2db6-4971-b9a7-48ef64821faa,Мармитако,Мармитако — традиционное блюдо испанская кухни.,испанская
82cfcf9a-fb9e-4e90-91ee-5b606cf43517,Писто,Писто — традиционное блюдо испанская кухни.,испанская
06210b4b-bc5f-4ae1-adc2-60871efa3638,Сальморехо,Сальморехо — традиционное блюдо испанская кухни.,испанская
2a437d27-3635-44e6-8667-95a03df02f56,Эмпанадас,Эмпанадас — традиционное блюдо испанская кухни.,испанская
634889e5-4a55-49e3-b046-f760765acd21,Майонез,Майонез — традиционное блюдо испанская кухни.,испанская
27359cf4-9753-4ebf-84cd-8bf832462bfa,Альбондигас,Альбондигас — традиционное блюдо испанская кухни.,испанская
31bed6ea-3d44-4a72-99e3-1474ce5493fc,Чоризо,Чоризо — традиционное блюдо испанская кухни.,испанская
d6c80584-202e-4815-8c44-619c57a90f84,Морсилья,Морсилья — традиционное блюдо испанская кухни.,испанская
e9ea680d-a4d5-47ac-aac3-ccd9df762ae7,Соборасада,Соборасада — традиционное блюдо испанская кухни.,испанская
dae872c4-8bec-4735-8841-7a5fc7d307fd,Патxа,Патxа — традиционное блюдо испанская кухни.,испанская
e71dc5ce-9e7d-4031-9c1a-6cece592b5ec,Крема каталана,Крема каталана — традиционное блюдо испанская кухни.,испанская
fb04c2db-555e-4d7c-bc5d-a1eeef78d556,Торт де Сантьяго,Торт де Сантьяго — традиционное блюдо испанская кухни.,испанская
52d9f1d4-6ef8-494b-bbb3-e566e547b231,Польворонес,Польворонес — традиционное блюдо испанская кухни.,испанская
a18411f3-07dd-439e-9797-fe3c04cfa249,Турон,Турон — традиционное блюдо испанская кухни.,испанская
9b01fab5-1086-4062-b873-b837c3363dea,Мантекадос,Мантекадос — традиционное блюдо испанская кухни.,испанская
